No.,Time,Source,Destination,Protocol,Length,Info,Label
1,0,Vmware_e8:f1:88,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,
2,0.999929,Vmware_e8:f1:88,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,
3,1.189408,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.2? Tell 192.168.159.150,
4,1.402205,192.168.159.152,192.168.159.151,DNS,81,Standard query response 0x27bf Server failure A 3.ubuntu.pool.ntp.org,
5,1.402211,192.168.159.152,192.168.159.151,DNS,81,Standard query response 0x9682 Server failure AAAA 3.ubuntu.pool.ntp.org,
6,1.402445,192.168.159.151,192.168.159.152,DNS,91,Standard query 0x8f05 A 3.ubuntu.pool.ntp.org.mydns.com,
7,1.40253,192.168.159.151,192.168.159.152,DNS,91,Standard query 0x6b9d AAAA 3.ubuntu.pool.ntp.org.mydns.com,
8,1.402602,192.168.159.152,192.168.159.151,DNS,139,Standard query response 0x6b9d No such name AAAA 3.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com,
9,1.402604,192.168.159.152,192.168.159.151,DNS,139,Standard query response 0x8f05 No such name A 3.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com,
10,2.218965,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.2? Tell 192.168.159.150,
11,3.242697,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.2? Tell 192.168.159.150,
12,4.992572,192.168.241.1,224.0.0.251,MDNS,83,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
13,4.992867,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,103,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
14,4.993315,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,321,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
15,4.993625,192.168.241.1,224.0.0.251,MDNS,301,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
16,5.001545,192.168.241.1,224.0.0.251,MDNS,86,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
17,5.001842,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,106,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
18,5.002273,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,330,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp_v2._tcp.local SRV 0 0 54984 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
19,5.002571,192.168.241.1,224.0.0.251,MDNS,310,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp_v2._tcp.local SRV 0 0 54984 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
20,5.067167,fe80::b1a1:6a9a:e994:a430,ff02::1:ff48:e464,ICMPv6,86,Neighbor Solicitation for fe80::f0c7:25ff:fe48:e464 from 00:50:56:c0:00:08,
21,6.005498,192.168.241.1,224.0.0.251,MDNS,86,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
22,6.005749,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,106,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
23,6.006158,192.168.241.1,224.0.0.251,MDNS,83,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
24,6.006639,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,103,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
25,6.006963,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,330,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp_v2._tcp.local SRV 0 0 54984 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
26,6.007274,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,321,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
27,6.007722,192.168.241.1,224.0.0.251,MDNS,310,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp_v2._tcp.local SRV 0 0 54984 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
28,6.008143,192.168.241.1,224.0.0.251,MDNS,301,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
29,6.193442,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.2? Tell 192.168.159.150,
30,6.407795,Vmware_e8:f1:88,Vmware_d1:d0:a0,ARP,60,Who has 192.168.159.151? Tell 192.168.159.152,
31,6.407896,Vmware_d1:d0:a0,Vmware_e8:f1:88,ARP,60,192.168.159.151 is at 00:0c:29:d1:d0:a0,
32,7.210698,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.2? Tell 192.168.159.150,
33,8.019609,192.168.241.1,224.0.0.251,MDNS,83,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
34,8.019906,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,103,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
35,8.020236,192.168.241.1,224.0.0.251,MDNS,86,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
36,8.020685,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,106,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
37,8.021013,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,321,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
38,8.021281,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,330,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp_v2._tcp.local SRV 0 0 54984 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
39,8.021631,192.168.241.1,224.0.0.251,MDNS,301,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
40,8.022005,192.168.241.1,224.0.0.251,MDNS,310,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp_v2._tcp.local SRV 0 0 54984 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
41,8.234699,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.2? Tell 192.168.159.150,
42,11.197159,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.2? Tell 192.168.159.150,
43,12.032882,192.168.241.1,224.0.0.251,MDNS,83,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
44,12.033437,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,103,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
45,12.033936,192.168.241.1,224.0.0.251,MDNS,86,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
46,12.034429,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,106,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
47,12.034773,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,321,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
48,12.035109,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,330,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp_v2._tcp.local SRV 0 0 54984 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
49,12.03554,192.168.241.1,224.0.0.251,MDNS,301,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
50,12.03593,192.168.241.1,224.0.0.251,MDNS,310,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp_v2._tcp.local SRV 0 0 54984 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
51,12.202496,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.2? Tell 192.168.159.150,
52,13.226747,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.2? Tell 192.168.159.150,
53,16.201809,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.2? Tell 192.168.159.150,
54,17.226512,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.2? Tell 192.168.159.150,
55,18.250772,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.2? Tell 192.168.159.150,
56,18.395821,192.168.159.151,192.168.159.152,DNS,81,Standard query 0xbf27 A 0.ubuntu.pool.ntp.org,
57,18.39589,192.168.159.151,192.168.159.152,DNS,81,Standard query 0x93be AAAA 0.ubuntu.pool.ntp.org,
58,18.396191,Vmware_e8:f1:88,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,
59,18.936709,192.168.241.1,192.168.241.255,UDP,86,57621  >  57621 Len=44,
60,19.39614,Vmware_e8:f1:88,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,
61,19.99462,192.168.241.1,224.0.0.251,MDNS,83,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
62,19.994987,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,103,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
63,19.995418,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,321,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
64,19.995688,192.168.241.1,224.0.0.251,MDNS,301,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
65,20.003672,192.168.241.1,224.0.0.251,MDNS,86,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
66,20.004149,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,106,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
67,20.004697,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,330,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp_v2._tcp.local SRV 0 0 54984 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
68,20.004991,192.168.241.1,224.0.0.251,MDNS,310,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp_v2._tcp.local SRV 0 0 54984 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
69,20.396052,Vmware_e8:f1:88,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,
70,20.997012,192.168.241.1,224.0.0.251,MDNS,83,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
71,20.997533,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,103,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
72,20.998078,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,321,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
73,20.998372,192.168.241.1,224.0.0.251,MDNS,301,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
74,21.012448,192.168.241.1,224.0.0.251,MDNS,86,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
75,21.01305,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,106,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
76,21.013609,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,330,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp_v2._tcp.local SRV 0 0 54984 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
77,21.013831,192.168.241.1,224.0.0.251,MDNS,310,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp_v2._tcp.local SRV 0 0 54984 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
78,21.20582,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.2? Tell 192.168.159.150,
79,22.196673,Vmware_e8:f1:88,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,
80,22.218831,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.2? Tell 192.168.159.150,
81,23.011542,192.168.241.1,224.0.0.251,MDNS,83,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
82,23.012209,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,103,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
83,23.015104,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,321,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
84,23.015411,192.168.241.1,224.0.0.251,MDNS,301,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
85,23.02675,192.168.241.1,224.0.0.251,MDNS,86,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
86,23.027067,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,106,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
87,23.027529,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,330,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp_v2._tcp.local SRV 0 0 54984 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
88,23.0278,192.168.241.1,224.0.0.251,MDNS,310,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp_v2._tcp.local SRV 0 0 54984 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
89,23.196017,Vmware_e8:f1:88,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,
90,23.242492,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.2? Tell 192.168.159.150,
91,23.40136,192.168.159.151,192.168.159.152,DNS,81,Standard query 0xbf27 A 0.ubuntu.pool.ntp.org,
92,23.401366,192.168.159.151,192.168.159.152,DNS,81,Standard query 0x93be AAAA 0.ubuntu.pool.ntp.org,
93,24.196027,Vmware_e8:f1:88,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,
94,25.997164,Vmware_e8:f1:88,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,
95,26.20673,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.2? Tell 192.168.159.150,
96,26.995926,Vmware_e8:f1:88,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,
97,27.02462,192.168.241.1,224.0.0.251,MDNS,83,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
98,27.025242,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,103,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
99,27.025901,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,321,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
100,27.02631,192.168.241.1,224.0.0.251,MDNS,301,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
101,27.040031,192.168.241.1,224.0.0.251,MDNS,86,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
102,27.040541,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,106,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
103,27.041177,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,330,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp_v2._tcp.local SRV 0 0 54984 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
104,27.041519,192.168.241.1,224.0.0.251,MDNS,310,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp_v2._tcp.local SRV 0 0 54984 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
105,27.210598,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.2? Tell 192.168.159.150,
106,27.99587,Vmware_e8:f1:88,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,
107,28.143874,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.151? Tell 192.168.159.150,
108,28.144194,Vmware_d1:d0:a0,Vmware_32:2e:c9,ARP,60,192.168.159.151 is at 00:0c:29:d1:d0:a0,
109,28.144202,192.168.159.150,192.168.159.151,ICMP,98,"Echo (ping) request  id=0x6970, seq=1/256, ttl=64 (reply in 110)",
110,28.144435,192.168.159.151,192.168.159.150,ICMP,98,"Echo (ping) reply    id=0x6970, seq=1/256, ttl=64 (request in 109)",
111,28.234923,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.2? Tell 192.168.159.150,
112,28.396212,192.168.159.152,192.168.159.151,DNS,81,Standard query response 0xbf27 Server failure A 0.ubuntu.pool.ntp.org,
113,28.396594,192.168.159.152,192.168.159.151,DNS,81,Standard query response 0x93be Server failure AAAA 0.ubuntu.pool.ntp.org,
114,28.396728,192.168.159.151,192.168.159.152,DNS,91,Standard query 0x6137 A 0.ubuntu.pool.ntp.org.mydns.com,
115,28.396785,192.168.159.151,192.168.159.152,DNS,91,Standard query 0xffb8 AAAA 0.ubuntu.pool.ntp.org.mydns.com,
116,28.396845,192.168.159.152,192.168.159.151,DNS,139,Standard query response 0x6137 No such name A 0.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com,
117,28.396851,192.168.159.152,192.168.159.151,DNS,139,Standard query response 0xffb8 No such name AAAA 0.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com,
118,28.397138,192.168.159.151,192.168.159.152,DNS,81,Standard query 0xc734 A 2.ubuntu.pool.ntp.org,
119,28.39721,192.168.159.151,192.168.159.152,DNS,81,Standard query 0x04b8 AAAA 2.ubuntu.pool.ntp.org,
120,29.162947,192.168.159.150,192.168.159.151,ICMP,98,"Echo (ping) request  id=0x6970, seq=2/512, ttl=64 (reply in 121)",
121,29.163145,192.168.159.151,192.168.159.150,ICMP,98,"Echo (ping) reply    id=0x6970, seq=2/512, ttl=64 (request in 120)",
122,30.164852,192.168.159.150,192.168.159.151,ICMP,98,"Echo (ping) request  id=0x6970, seq=3/768, ttl=64 (reply in 123)",
123,30.165082,192.168.159.151,192.168.159.150,ICMP,98,"Echo (ping) reply    id=0x6970, seq=3/768, ttl=64 (request in 122)",
124,31.178696,192.168.159.150,192.168.159.151,ICMP,98,"Echo (ping) request  id=0x6970, seq=4/1024, ttl=64 (reply in 125)",
125,31.178929,192.168.159.151,192.168.159.150,ICMP,98,"Echo (ping) reply    id=0x6970, seq=4/1024, ttl=64 (request in 124)",
126,31.211468,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.2? Tell 192.168.159.150,
127,32.197749,Vmware_e8:f1:88,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,
128,32.202914,192.168.159.150,192.168.159.151,ICMP,98,"Echo (ping) request  id=0x6970, seq=5/1280, ttl=64 (reply in 129)",
129,32.203105,192.168.159.151,192.168.159.150,ICMP,98,"Echo (ping) reply    id=0x6970, seq=5/1280, ttl=64 (request in 128)",
130,32.234623,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.2? Tell 192.168.159.150,
131,33.196015,Vmware_e8:f1:88,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,
132,33.22664,192.168.159.150,192.168.159.151,ICMP,98,"Echo (ping) request  id=0x6970, seq=6/1536, ttl=64 (reply in 133)",
133,33.226906,192.168.159.151,192.168.159.150,ICMP,98,"Echo (ping) reply    id=0x6970, seq=6/1536, ttl=64 (request in 132)",
134,33.258876,Vmware_32:2e:c9,Broadcast,ARP,42,Who has 192.168.159.2? Tell 192.168.159.150,
135,33.343268,Vmware_d1:d0:a0,Vmware_32:2e:c9,ARP,60,Who has 192.168.159.150? Tell 192.168.159.151,
136,33.343282,Vmware_32:2e:c9,Vmware_d1:d0:a0,ARP,42,192.168.159.150 is at 00:0c:29:32:2e:c9,
137,33.399904,Vmware_e8:f1:88,Vmware_d1:d0:a0,ARP,60,Who has 192.168.159.151? Tell 192.168.159.152,
138,33.400085,Vmware_d1:d0:a0,Vmware_e8:f1:88,ARP,60,192.168.159.151 is at 00:0c:29:d1:d0:a0,
139,33.40241,192.168.159.151,192.168.159.152,DNS,81,Standard query 0xc734 A 2.ubuntu.pool.ntp.org,
140,33.402455,192.168.159.151,192.168.159.152,DNS,81,Standard query 0x04b8 AAAA 2.ubuntu.pool.ntp.org,
141,34.19591,Vmware_e8:f1:88,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,
142,34.251049,192.168.159.150,192.168.159.151,ICMP,98,"Echo (ping) request  id=0x6970, seq=7/1792, ttl=64 (reply in 143)",
143,34.251283,192.168.159.151,192.168.159.150,ICMP,98,"Echo (ping) reply    id=0x6970, seq=7/1792, ttl=64 (request in 142)",
144,34.996895,192.168.241.1,224.0.0.251,MDNS,83,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
145,34.997289,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,103,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
146,34.99778,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,321,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
147,34.998081,192.168.241.1,224.0.0.251,MDNS,301,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
148,35.006339,192.168.241.1,224.0.0.251,MDNS,86,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
149,35.006604,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,106,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
150,35.007085,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,330,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp_v2._tcp.local SRV 0 0 54984 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
151,35.007383,192.168.241.1,224.0.0.251,MDNS,310,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp_v2._tcp.local SRV 0 0 54984 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
152,35.252425,192.168.159.150,192.168.159.151,ICMP,98,"Echo (ping) request  id=0x6970, seq=8/2048, ttl=64 (reply in 153)",
153,35.252613,192.168.159.151,192.168.159.150,ICMP,98,"Echo (ping) reply    id=0x6970, seq=8/2048, ttl=64 (request in 152)",
154,35.998064,Vmware_e8:f1:88,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,
155,36.004459,192.168.241.1,224.0.0.251,MDNS,83,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
156,36.005101,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,103,"Standard query 0x0000 PTR _oculusal_sp._tcp.local, ""QM"" question",
157,36.005901,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,321,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
158,36.00629,192.168.241.1,224.0.0.251,MDNS,301,Standard query response 0x0000 PTR BenCo::DESKTOP-V19Q667._oculusal_sp._tcp.local SRV 0 0 54987 DESKTOP-V19Q667.local TXT A 192.168.241.1 AAAA fe80::b1a1:6a9a:e994:a430,
159,36.019557,192.168.241.1,224.0.0.251,MDNS,86,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
160,36.019934,fe80::b1a1:6a9a:e994:a430,ff02::fb,MDNS,106,"Standard query 0x0000 PTR _oculusal_sp_v2._tcp.local, ""QM"" question",
