"No.","Time","Source","Destination","Protocol","Length","Info"
"2032","696.935026","192.168.159.151","192.168.159.152","DNS","84","Standard query 0xba40 PTR 252.0.0.224.in-addr.arpa"
"2033","697.260370","192.168.178.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"2034","697.280304","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2035","697.296290","192.168.178.1","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"2036","697.297271","fe80::6b48:c932:2972:d2fc","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"2037","697.298344","fe80::6b48:c932:2972:d2fc","ff02::1:3","LLMNR","84","Standard query 0xdb89 A wpad"
"2038","697.298395","192.168.178.1","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"2039","697.298472","192.168.178.1","224.0.0.252","LLMNR","64","Standard query 0xdb89 A wpad"
"2040","697.299097","fe80::6b48:c932:2972:d2fc","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"2041","697.299813","fe80::6b48:c932:2972:d2fc","ff02::1:3","LLMNR","84","Standard query 0x86f4 A wpad"
"2042","697.299839","192.168.178.1","224.0.0.252","LLMNR","64","Standard query 0x86f4 A wpad"
"2043","697.570264","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"2044","697.709993","fe80::6b48:c932:2972:d2fc","ff02::1:3","LLMNR","84","Standard query 0x86f4 A wpad"
"2045","697.710032","fe80::6b48:c932:2972:d2fc","ff02::1:3","LLMNR","84","Standard query 0xdb89 A wpad"
"2046","697.710035","192.168.178.1","224.0.0.252","LLMNR","64","Standard query 0xdb89 A wpad"
"2047","697.710048","192.168.178.1","224.0.0.252","LLMNR","64","Standard query 0x86f4 A wpad"
"2048","697.788714","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2049","697.935278","192.168.159.151","192.168.159.152","DNS","132","Standard query 0xd475 PTR 6.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"2050","698.268287","192.168.178.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"2051","698.299844","192.168.178.1","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"2052","698.300282","192.168.178.1","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"2053","698.300886","fe80::6b48:c932:2972:d2fc","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"2054","698.301584","fe80::6b48:c932:2972:d2fc","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"2055","698.562557","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"2056","698.805471","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2057","699.617212","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"2058","699.829229","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2059","700.291485","fe80::2c53:cbb0:87f:1ba1","ff02::1:2","DHCPv6","149","Solicit XID: 0x207f71 CID: 000100011d94c71e000c2961ee0f "
"2060","700.537978","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2061","700.562409","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"2062","701.536532","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2063","701.570091","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"2064","701.849308","192.168.178.1","192.168.178.255","NBNS","92","Name query NB WPAD<00>"
"2065","701.849361","192.168.178.1","192.168.178.255","NBNS","92","Name query NB WPAD<00>"
"2066","701.886385","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x7048 A 2.ubuntu.pool.ntp.org"
"2067","701.886500","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x5327 AAAA 2.ubuntu.pool.ntp.org"
"2068","701.936668","192.168.159.152","192.168.159.151","DNS","132","Standard query response 0xd475 Server failure PTR 6.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"2069","701.936713","192.168.159.152","192.168.159.151","DNS","132","Standard query response 0x6437 Server failure PTR 3.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"2070","701.936783","192.168.159.152","192.168.159.151","DNS","83","Standard query response 0x2cd9 Server failure PTR 22.0.0.224.in-addr.arpa"
"2071","701.936789","192.168.159.152","192.168.159.151","DNS","84","Standard query response 0xba40 Server failure PTR 252.0.0.224.in-addr.arpa"
"2072","702.536960","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2073","702.609060","192.168.178.1","192.168.178.255","NBNS","92","Name query NB WPAD<00>"
"2074","702.609116","192.168.178.1","192.168.178.255","NBNS","92","Name query NB WPAD<00>"
"2075","702.625113","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"2076","702.793865","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2077","702.934699","192.168.159.151","192.168.159.152","DNS","132","Standard query 0xd475 PTR 6.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"2078","702.934818","192.168.159.151","192.168.159.152","DNS","132","Standard query 0x6437 PTR 3.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"2079","702.934885","192.168.159.151","192.168.159.152","DNS","83","Standard query 0x2cd9 PTR 22.0.0.224.in-addr.arpa"
"2080","702.934962","192.168.159.151","192.168.159.152","DNS","84","Standard query 0xba40 PTR 252.0.0.224.in-addr.arpa"
"2081","703.368410","192.168.178.1","192.168.178.255","NBNS","92","Name query NB WPAD<00>"
"2082","703.368463","192.168.178.1","192.168.178.255","NBNS","92","Name query NB WPAD<00>"
"2083","703.569834","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"2084","703.796896","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2085","704.562088","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"2086","704.661445","192.168.178.1","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.252"
"2087","704.661481","fe80::6b48:c932:2972:d2fc","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"2088","704.681874","fe80::6b48:c932:2972:d2fc","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"2089","704.681955","192.168.178.1","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"2090","704.682414","fe80::6b48:c932:2972:d2fc","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"2091","704.682429","192.168.178.1","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.252"
"2092","704.682816","fe80::6b48:c932:2972:d2fc","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"2093","704.682849","192.168.178.1","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"2094","704.683909","192.168.178.1","224.0.0.251","MDNS","81","Standard query 0x0000 ANY DESKTOP-575THSS.local, ""QM"" question"
"2095","704.684460","fe80::6b48:c932:2972:d2fc","ff02::fb","MDNS","101","Standard query 0x0000 ANY DESKTOP-575THSS.local, ""QM"" question"
"2096","704.685932","192.168.178.1","224.0.0.251","MDNS","81","Standard query 0x0000 ANY DESKTOP-575THSS.local, ""QM"" question"
"2097","704.686688","fe80::6b48:c932:2972:d2fc","ff02::fb","MDNS","101","Standard query 0x0000 ANY DESKTOP-575THSS.local, ""QM"" question"
"2098","704.687353","fe80::6b48:c932:2972:d2fc","ff02::fb","MDNS","139","Standard query response 0x0000 AAAA fe80::6b48:c932:2972:d2fc A 192.168.178.1"
"2099","704.687844","fe80::6b48:c932:2972:d2fc","ff02::1:3","LLMNR","95","Standard query 0x0445 ANY DESKTOP-575THSS"
"2100","704.687928","fe80::6b48:c932:2972:d2fc","ff02::fb","MDNS","139","Standard query response 0x0000 AAAA fe80::6b48:c932:2972:d2fc A 192.168.178.1"
"2101","704.687935","192.168.178.1","224.0.0.252","LLMNR","75","Standard query 0x0445 ANY DESKTOP-575THSS"
"2102","704.688487","192.168.178.1","224.0.0.251","MDNS","119","Standard query response 0x0000 AAAA fe80::6b48:c932:2972:d2fc A 192.168.178.1"
"2103","704.689142","192.168.178.1","224.0.0.251","MDNS","119","Standard query response 0x0000 AAAA fe80::6b48:c932:2972:d2fc A 192.168.178.1"
"2104","704.821136","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2105","705.058180","192.168.178.1","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"2106","705.058218","fe80::6b48:c932:2972:d2fc","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"2107","705.631980","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"2108","705.682898","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2109","706.272860","192.168.178.1","192.168.178.255","NBNS","92","Name query NB WPAD<00>"
"2110","706.273507","192.168.178.1","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"2111","706.274157","fe80::6b48:c932:2972:d2fc","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"2112","706.275195","fe80::6b48:c932:2972:d2fc","ff02::1:3","LLMNR","84","Standard query 0xb9e5 A wpad"
"2113","706.275245","192.168.178.1","224.0.0.252","LLMNR","64","Standard query 0xb9e5 A wpad"
"2114","706.318447","192.168.178.1","192.168.178.255","NBNS","92","Name query NB WPAD<00>"
"2115","706.319175","192.168.178.1","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"2116","706.319844","fe80::6b48:c932:2972:d2fc","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"2117","706.320641","fe80::6b48:c932:2972:d2fc","ff02::1:3","LLMNR","84","Standard query 0x222e A wpad"
"2118","706.320696","192.168.178.1","224.0.0.252","LLMNR","64","Standard query 0x222e A wpad"
"2119","706.561897","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"2120","706.680345","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2121","706.686234","fe80::6b48:c932:2972:d2fc","ff02::1:3","LLMNR","84","Standard query 0xb9e5 A wpad"
"2122","706.686289","192.168.178.1","224.0.0.252","LLMNR","64","Standard query 0xb9e5 A wpad"
"2123","706.732801","fe80::6b48:c932:2972:d2fc","ff02::1:3","LLMNR","84","Standard query 0x222e A wpad"
"2124","706.732857","192.168.178.1","224.0.0.252","LLMNR","64","Standard query 0x222e A wpad"
"2125","706.882017","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x5327 Server failure AAAA 2.ubuntu.pool.ntp.org"
"2126","706.882068","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x7048 Server failure A 2.ubuntu.pool.ntp.org"
"2127","706.882265","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x8d7c A 2.ubuntu.pool.ntp.org.mydns.com"
"2128","706.882438","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x51e1 AAAA 2.ubuntu.pool.ntp.org.mydns.com"
"2129","706.882737","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x8d7c No such name A 2.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"2130","706.882774","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x51e1 No such name AAAA 2.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"2131","706.883208","192.168.159.151","192.168.159.152","DNS","74","Standard query 0xddf8 A ntp.ubuntu.com"
"2132","706.883301","192.168.159.151","192.168.159.152","DNS","74","Standard query 0x6118 AAAA ntp.ubuntu.com"
"2133","706.952418","VMware_fe:64:2f","VMware_9d:e8:5f","ARP","60","Who has 192.168.159.151? Tell 192.168.159.152"
"2134","706.952440","VMware_9d:e8:5f","VMware_fe:64:2f","ARP","42","192.168.159.151 is at 00:0c:29:9d:e8:5f"
"2135","707.027292","192.168.178.1","192.168.178.255","NBNS","92","Name query NB WPAD<00>"
"2136","707.073531","192.168.178.1","192.168.178.255","NBNS","92","Name query NB WPAD<00>"
"2137","707.275625","192.168.178.1","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"2138","707.276130","fe80::6b48:c932:2972:d2fc","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"2139","707.322166","192.168.178.1","224.0.0.251","MDNS","70","Standard query 0x0000 A wpad.local, ""QM"" question"
"2140","707.322685","fe80::6b48:c932:2972:d2fc","ff02::fb","MDNS","90","Standard query 0x0000 A wpad.local, ""QM"" question"
"2141","707.571182","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"2142","707.680951","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2143","707.786912","192.168.178.1","192.168.178.255","NBNS","92","Name query NB WPAD<00>"
"2144","707.796200","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2145","707.833733","192.168.178.1","192.168.178.255","NBNS","92","Name query NB WPAD<00>"
"2146","708.639312","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"2147","708.820735","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2148","709.569441","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"2149","709.844960","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2150","710.561604","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"2151","711.284541","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2152","711.646933","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"2153","711.886338","192.168.159.151","192.168.159.152","DNS","74","Standard query 0xddf8 A ntp.ubuntu.com"
"2154","711.886699","192.168.159.151","192.168.159.152","DNS","74","Standard query 0x6118 AAAA ntp.ubuntu.com"
"2155","712.284409","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2156","712.561451","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"2157","712.802177","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2158","712.935766","192.168.159.152","192.168.159.151","DNS","132","Standard query response 0xd475 Server failure PTR 6.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"2159","712.935828","192.168.159.152","192.168.159.151","DNS","132","Standard query response 0x6437 Server failure PTR 3.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"2160","712.935832","192.168.159.152","192.168.159.151","DNS","83","Standard query response 0x2cd9 Server failure PTR 22.0.0.224.in-addr.arpa"
"2161","712.935835","192.168.159.152","192.168.159.151","DNS","84","Standard query response 0xba40 Server failure PTR 252.0.0.224.in-addr.arpa"
"2162","713.284605","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2163","713.569260","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"2164","713.813147","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2165","713.936209","192.168.159.151","192.168.159.152","DNS","132","Standard query 0xd475 PTR 6.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"2166","713.936315","192.168.159.151","192.168.159.152","DNS","132","Standard query 0x6437 PTR 3.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"2167","713.936341","192.168.159.151","192.168.159.152","DNS","83","Standard query 0x2cd9 PTR 22.0.0.224.in-addr.arpa"
"2168","713.936447","192.168.159.151","192.168.159.152","DNS","84","Standard query 0xba40 PTR 252.0.0.224.in-addr.arpa"
"2169","714.836856","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2170","715.685583","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2171","715.805321","192.168.178.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"2172","716.684665","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2173","716.809344","192.168.178.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"2174","716.883752","192.168.159.152","192.168.159.151","DNS","74","Standard query response 0xddf8 Server failure A ntp.ubuntu.com"
"2175","716.883799","192.168.159.152","192.168.159.151","DNS","74","Standard query response 0x6118 Server failure AAAA ntp.ubuntu.com"
"2176","716.883956","192.168.159.151","192.168.159.152","DNS","84","Standard query 0xf274 A ntp.ubuntu.com.mydns.com"
"2177","716.884027","192.168.159.151","192.168.159.152","DNS","84","Standard query 0x27d8 AAAA ntp.ubuntu.com.mydns.com"
"2178","716.884229","192.168.159.152","192.168.159.151","DNS","132","Standard query response 0x27d8 No such name AAAA ntp.ubuntu.com.mydns.com SOA ubuntu.mydns.com"
"2179","716.884261","192.168.159.152","192.168.159.151","DNS","132","Standard query response 0xf274 No such name A ntp.ubuntu.com.mydns.com SOA ubuntu.mydns.com"
"2180","717.684339","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2181","717.807384","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2182","717.816963","192.168.178.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"2183","718.824814","192.168.178.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"2184","718.837046","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2185","719.860728","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2186","722.738319","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2187","722.812795","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2188","723.736421","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2189","723.829124","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2190","723.937934","192.168.159.152","192.168.159.151","DNS","132","Standard query response 0x6437 Server failure PTR 3.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"2191","723.937972","192.168.159.152","192.168.159.151","DNS","83","Standard query response 0x2cd9 Server failure PTR 22.0.0.224.in-addr.arpa"
"2192","723.937977","192.168.159.152","192.168.159.151","DNS","132","Standard query response 0xd475 Server failure PTR 6.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"2193","723.937981","192.168.159.152","192.168.159.151","DNS","84","Standard query response 0xba40 Server failure PTR 252.0.0.224.in-addr.arpa"
"2194","724.736581","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2195","724.853130","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2196","727.818283","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2197","728.820784","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2198","729.845052","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2199","731.875323","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x31b8 A 3.ubuntu.pool.ntp.org"
"2200","731.875486","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x61a5 AAAA 3.ubuntu.pool.ntp.org"
"2201","731.876109","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2202","732.823964","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2203","732.872502","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2204","733.845234","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2205","733.872687","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2206","734.868890","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2207","736.276830","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2208","736.877540","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x31b8 A 3.ubuntu.pool.ntp.org"
"2209","736.877709","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x61a5 AAAA 3.ubuntu.pool.ntp.org"
"2210","737.122553","VMware_9d:e8:5f","VMware_fe:64:2f","ARP","42","Who has 192.168.159.152? Tell 192.168.159.151"
"2211","737.122762","VMware_fe:64:2f","VMware_9d:e8:5f","ARP","60","192.168.159.152 is at 00:0c:29:fe:64:2f"
"2212","737.276312","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2213","737.829678","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2214","738.276461","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2215","738.837091","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2216","739.860920","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2217","740.677036","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2218","741.676616","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2219","741.876173","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x31b8 Server failure A 3.ubuntu.pool.ntp.org"
"2220","741.876212","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x61a5 Server failure AAAA 3.ubuntu.pool.ntp.org"
"2221","741.876333","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x6d15 A 3.ubuntu.pool.ntp.org.mydns.com"
"2222","741.876445","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x3d8e AAAA 3.ubuntu.pool.ntp.org.mydns.com"
"2223","741.876729","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x3d8e No such name AAAA 3.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"2224","741.876741","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x6d15 No such name A 3.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"2225","741.877014","192.168.159.151","192.168.159.152","DNS","81","Standard query 0xd3b6 A 1.ubuntu.pool.ntp.org"
"2226","741.877178","192.168.159.151","192.168.159.152","DNS","81","Standard query 0xc9e5 AAAA 1.ubuntu.pool.ntp.org"
"2227","742.676706","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2228","742.832965","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2229","743.861127","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2230","744.886941","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2231","746.278133","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2232","746.882480","192.168.159.151","192.168.159.152","DNS","81","Standard query 0xd3b6 A 1.ubuntu.pool.ntp.org"
"2233","746.882602","192.168.159.151","192.168.159.152","DNS","81","Standard query 0xc9e5 AAAA 1.ubuntu.pool.ntp.org"
"2234","746.888648","VMware_fe:64:2f","VMware_9d:e8:5f","ARP","60","Who has 192.168.159.151? Tell 192.168.159.152"
"2235","746.888675","VMware_9d:e8:5f","VMware_fe:64:2f","ARP","42","192.168.159.151 is at 00:0c:29:9d:e8:5f"
"2236","747.276663","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2237","747.838348","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2238","748.276337","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2239","748.853055","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2240","749.877179","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2241","750.679053","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2242","751.676654","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2243","751.878806","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0xd3b6 Server failure A 1.ubuntu.pool.ntp.org"
"2244","751.878884","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0xc9e5 Server failure AAAA 1.ubuntu.pool.ntp.org"
"2245","751.879009","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x8f3e A 1.ubuntu.pool.ntp.org.mydns.com"
"2246","751.879123","192.168.159.151","192.168.159.152","DNS","91","Standard query 0xa1a0 AAAA 1.ubuntu.pool.ntp.org.mydns.com"
"2247","751.881574","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x8f3e No such name A 1.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"2248","751.881700","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0xa1a0 No such name AAAA 1.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"2249","751.882078","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x003a A 2.ubuntu.pool.ntp.org"
