"No.","Time","Source","Destination","Protocol","Length","Info"
"2250","751.882392","192.168.159.151","192.168.159.152","DNS","81","Standard query 0xcbde AAAA 2.ubuntu.pool.ntp.org"
"2251","752.676641","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2252","752.844022","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2253","753.845945","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2254","754.869114","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2255","756.284260","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2256","756.884276","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x003a A 2.ubuntu.pool.ntp.org"
"2257","756.884433","192.168.159.151","192.168.159.152","DNS","81","Standard query 0xcbde AAAA 2.ubuntu.pool.ntp.org"
"2258","757.281387","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2259","757.849351","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2260","758.280750","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2261","758.870777","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2262","759.892925","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2263","760.685281","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2264","761.685446","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2265","761.884447","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x003a Server failure A 2.ubuntu.pool.ntp.org"
"2266","761.884492","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0xcbde Server failure AAAA 2.ubuntu.pool.ntp.org"
"2267","761.884647","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x7f0e A 2.ubuntu.pool.ntp.org.mydns.com"
"2268","761.884801","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x9f49 AAAA 2.ubuntu.pool.ntp.org.mydns.com"
"2269","761.885632","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x7f0e No such name A 2.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"2270","761.885687","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x9f49 No such name AAAA 2.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"2271","761.885943","192.168.159.151","192.168.159.152","DNS","81","Standard query 0xf917 A 0.ubuntu.pool.ntp.org"
"2272","761.886084","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x49f0 AAAA 0.ubuntu.pool.ntp.org"
"2273","762.684394","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2274","762.855631","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2275","763.861167","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2276","764.885517","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2277","766.287464","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2278","766.886501","192.168.159.151","192.168.159.152","DNS","81","Standard query 0xf917 A 0.ubuntu.pool.ntp.org"
"2279","766.886650","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x49f0 AAAA 0.ubuntu.pool.ntp.org"
"2280","767.284855","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2281","767.860440","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2282","768.284439","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2283","768.885067","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2284","769.908813","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2285","770.688357","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2286","771.684598","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2287","771.887140","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0xf917 Server failure A 0.ubuntu.pool.ntp.org"
"2288","771.887213","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x49f0 Server failure AAAA 0.ubuntu.pool.ntp.org"
"2289","771.887594","192.168.159.151","192.168.159.152","DNS","91","Standard query 0xa4b8 A 0.ubuntu.pool.ntp.org.mydns.com"
"2290","771.887986","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0xa4b8 No such name A 0.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"2291","771.888037","192.168.159.151","192.168.159.152","DNS","91","Standard query 0xe787 AAAA 0.ubuntu.pool.ntp.org.mydns.com"
"2292","771.888288","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0xe787 No such name AAAA 0.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"2293","771.888496","192.168.159.151","192.168.159.152","DNS","74","Standard query 0x809e A ntp.ubuntu.com"
"2294","771.889270","192.168.159.151","192.168.159.152","DNS","74","Standard query 0xf1ba AAAA ntp.ubuntu.com"
"2295","771.938391","VMware_9d:e8:5f","VMware_fe:64:2f","ARP","42","Who has 192.168.159.152? Tell 192.168.159.151"
"2296","771.939030","VMware_fe:64:2f","VMware_9d:e8:5f","ARP","60","192.168.159.152 is at 00:0c:29:fe:64:2f"
"2297","772.684726","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2298","772.866504","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2299","773.876983","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2300","774.901255","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2301","776.232895","192.168.159.151","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"2302","776.489567","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2303","776.895293","192.168.159.151","192.168.159.152","DNS","74","Standard query 0x809e A ntp.ubuntu.com"
"2304","776.895416","192.168.159.151","192.168.159.152","DNS","74","Standard query 0xf1ba AAAA ntp.ubuntu.com"
"2305","777.233956","192.168.159.151","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"2306","777.488559","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2307","777.871677","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2308","778.235174","192.168.159.151","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"2309","778.488776","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2310","778.900833","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2311","779.236295","192.168.159.151","239.255.255.250","SSDP","209","M-SEARCH * HTTP/1.1 "
"2312","779.930596","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2313","781.089970","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2314","781.889436","192.168.159.152","192.168.159.151","DNS","74","Standard query response 0x809e Server failure A ntp.ubuntu.com"
"2315","781.889809","192.168.159.152","192.168.159.151","DNS","74","Standard query response 0xf1ba Server failure AAAA ntp.ubuntu.com"
"2316","781.889920","192.168.159.151","192.168.159.152","DNS","84","Standard query 0xa204 A ntp.ubuntu.com.mydns.com"
"2317","781.890007","192.168.159.151","192.168.159.152","DNS","84","Standard query 0xe555 AAAA ntp.ubuntu.com.mydns.com"
"2318","781.890143","192.168.159.152","192.168.159.151","DNS","132","Standard query response 0xa204 No such name A ntp.ubuntu.com.mydns.com SOA ubuntu.mydns.com"
"2319","781.890212","192.168.159.152","192.168.159.151","DNS","132","Standard query response 0xe555 No such name AAAA ntp.ubuntu.com.mydns.com SOA ubuntu.mydns.com"
"2320","782.088399","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2321","782.877199","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2322","783.088504","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2323","783.893280","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2324","784.916888","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2325","785.807313","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2326","786.804777","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2327","786.904717","VMware_fe:64:2f","VMware_9d:e8:5f","ARP","60","Who has 192.168.159.151? Tell 192.168.159.152"
"2328","786.904747","VMware_9d:e8:5f","VMware_fe:64:2f","ARP","42","192.168.159.151 is at 00:0c:29:9d:e8:5f"
"2329","787.804432","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2330","787.888591","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2331","788.917097","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2332","789.940721","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2333","790.407527","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2334","791.404516","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2335","792.404696","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2336","792.894571","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2337","793.908980","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2338","794.933270","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2339","795.808266","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2340","796.804464","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2341","796.875471","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x9fce A 3.ubuntu.pool.ntp.org"
"2342","796.875583","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x5f52 AAAA 3.ubuntu.pool.ntp.org"
"2343","797.804643","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2344","797.915016","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2345","798.932951","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2346","799.957409","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2347","800.408229","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2348","801.404915","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2349","801.877223","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x9fce A 3.ubuntu.pool.ntp.org"
"2350","801.877366","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x5f52 AAAA 3.ubuntu.pool.ntp.org"
"2351","802.404433","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2352","802.924763","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2353","803.924750","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2354","804.949049","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2355","806.076999","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2356","806.876393","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x5f52 Server failure AAAA 3.ubuntu.pool.ntp.org"
"2357","806.876444","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x9fce Server failure A 3.ubuntu.pool.ntp.org"
"2358","806.876600","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x7ac8 A 3.ubuntu.pool.ntp.org.mydns.com"
"2359","806.876692","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x9d47 AAAA 3.ubuntu.pool.ntp.org.mydns.com"
"2360","806.876869","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x7ac8 No such name A 3.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"2361","806.876880","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x9d47 No such name AAAA 3.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"2362","806.877139","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x24bd A 1.ubuntu.pool.ntp.org"
"2363","806.877258","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x4f39 AAAA 1.ubuntu.pool.ntp.org"
"2364","807.010559","VMware_9d:e8:5f","VMware_fe:64:2f","ARP","42","Who has 192.168.159.152? Tell 192.168.159.151"
"2365","807.010830","VMware_fe:64:2f","VMware_9d:e8:5f","ARP","60","192.168.159.152 is at 00:0c:29:fe:64:2f"
"2366","807.076912","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2367","807.930207","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2368","808.076474","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2369","808.949157","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2370","809.972812","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2371","811.478396","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2372","811.877486","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x24bd A 1.ubuntu.pool.ntp.org"
"2373","811.877627","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x4f39 AAAA 1.ubuntu.pool.ntp.org"
"2374","812.476769","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2375","812.935736","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2376","813.476419","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2377","813.940984","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2378","814.965181","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2379","815.254237","192.168.178.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"2380","816.078570","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2381","816.257697","192.168.178.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"2382","816.877720","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x4f39 Server failure AAAA 1.ubuntu.pool.ntp.org"
"2383","816.877765","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x24bd Server failure A 1.ubuntu.pool.ntp.org"
"2384","816.877903","192.168.159.151","192.168.159.152","DNS","91","Standard query 0xc5c6 A 1.ubuntu.pool.ntp.org.mydns.com"
"2385","816.877990","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x435d AAAA 1.ubuntu.pool.ntp.org.mydns.com"
"2386","816.878147","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0xc5c6 No such name A 1.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"2387","816.878367","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x435d No such name AAAA 1.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
"2388","816.878672","192.168.159.151","192.168.159.152","DNS","81","Standard query 0xa5e6 A 0.ubuntu.pool.ntp.org"
"2389","816.878802","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x2f7b AAAA 0.ubuntu.pool.ntp.org"
"2390","817.076580","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2391","817.265194","192.168.178.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"2392","817.941265","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2393","818.076735","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2394","818.272944","192.168.178.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"2395","818.964871","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2396","819.990988","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2397","821.480209","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2398","821.880397","VMware_fe:64:2f","VMware_9d:e8:5f","ARP","60","Who has 192.168.159.151? Tell 192.168.159.152"
"2399","821.880423","VMware_9d:e8:5f","VMware_fe:64:2f","ARP","42","192.168.159.151 is at 00:0c:29:9d:e8:5f"
"2400","821.882739","192.168.159.151","192.168.159.152","DNS","81","Standard query 0xa5e6 A 0.ubuntu.pool.ntp.org"
"2401","821.882845","192.168.159.151","192.168.159.152","DNS","81","Standard query 0x2f7b AAAA 0.ubuntu.pool.ntp.org"
"2402","822.476505","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2403","822.946690","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2404","823.476652","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2405","824.014892","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2406","824.980929","VMware_c7:28:f6","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.150"
"2407","825.062958","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"2408","826.080436","VMware_fe:64:2f","Broadcast","ARP","60","Who has 192.168.159.2? Tell 192.168.159.152"
"2409","826.163702","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.178.2? Tell 192.168.178.1"
"2410","826.879411","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0xa5e6 Server failure A 0.ubuntu.pool.ntp.org"
"2411","826.879451","192.168.159.152","192.168.159.151","DNS","81","Standard query response 0x2f7b Server failure AAAA 0.ubuntu.pool.ntp.org"
"2412","826.879578","192.168.159.151","192.168.159.152","DNS","91","Standard query 0xde84 A 0.ubuntu.pool.ntp.org.mydns.com"
"2413","826.879668","192.168.159.151","192.168.159.152","DNS","91","Standard query 0x6396 AAAA 0.ubuntu.pool.ntp.org.mydns.com"
"2414","826.879962","192.168.159.152","192.168.159.151","DNS","139","Standard query response 0x6396 No such name AAAA 0.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com"
